track_name,track_id,track_uri,artist_name,album_name,album_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,duration_ms,time_signature,popularity,release_date
"Feed The Birds (Tuppence A Bag) - From ""Mary Poppins""/Soundtrack Version",4P73qgh9VA1S9Hct6VhLI4,spotify:track:4P73qgh9VA1S9Hct6VhLI4,Julie Andrews,Mary Poppins,spotify:album:4I53uIfFAiQPKjXFNN2k4d,0.275,0.0719,6,-23.473,1,0.0379,0.8,6.77e-06,0.0761,0.148,88.366,spotify:track:4P73qgh9VA1S9Hct6VhLI4,231040,3,39,1997-01
What Dreams Are Made Of,7J1S5n6Kn4wZEu6xrBT0gk,spotify:track:7J1S5n6Kn4wZEu6xrBT0gk,Hilary Duff,The Lizzie McGuire Movie (Original Motion Picture Soundtrack),spotify:album:4DduywjewTFQCcshWzXhMh,0.62,0.915,0,-4.353,0,0.0525,0.0131,2.17e-05,0.329,0.793,127.011,spotify:track:7J1S5n6Kn4wZEu6xrBT0gk,242160,4,56,2021-06
There's a Great Big Beautiful Tomorrow - From The Carousel of Progress,1LFX9caGBvgcOh7mlhAbdh,spotify:track:1LFX9caGBvgcOh7mlhAbdh,Rex Allen,Walt Disney Records The Legacy Collection: Disneyland,spotify:album:6Tl4sqA4gMSbqAAs2T0C41,0.402,0.358,4,-13.216,0,0.0527,0.886,0.0,0.235,0.407,127.702,spotify:track:1LFX9caGBvgcOh7mlhAbdh,422173,4,31,2015-01
Thomas O'Malley Cat - Original Soundtrack Version,4GUsoI49mC1wLsckhCf9z1,spotify:track:4GUsoI49mC1wLsckhCf9z1,Phil Harris,Walt Disney Records The Legacy Collection: The Aristocats,spotify:album:7IPWub5h9QABjRGJrRV1Cz,0.617,0.136,10,-17.079,1,0.115,0.808,0.0,0.236,0.679,71.741,spotify:track:4GUsoI49mC1wLsckhCf9z1,162680,4,35,2015-01
Mickey Mouse March,46ZH0FJ6pWW9R5u5tqwq6a,spotify:track:46ZH0FJ6pWW9R5u5tqwq6a,The Mouseketeers,Mickey Mouse and his Friends,spotify:album:4NqS1BaGSwcMHDpT1zUvJb,0.81,0.838,7,-7.052,1,0.226,0.723,0.0,0.0519,0.9,118.311,spotify:track:46ZH0FJ6pWW9R5u5tqwq6a,96693,4,35,2005-01
The World Es Mi Familia,7FOS31xq9jv4cXWtp6Jnzw,spotify:track:7FOS31xq9jv4cXWtp6Jnzw,Anthony Gonzalez,Coco (Original Motion Picture Soundtrack),spotify:album:7nMexBA71PdwPnfqS5Yji5,0.657,0.475,0,-6.01,1,0.365,0.864,0.0,0.124,0.565,56.946,spotify:track:7FOS31xq9jv4cXWtp6Jnzw,50765,4,54,2017-11
I've Got No Strings,7fjmYUeonVOEyr0lYOKvMy,spotify:track:7fjmYUeonVOEyr0lYOKvMy,Dickie Jones,Pinocchio,spotify:album:5zsAzctyWGNrchLWXFvKgz,0.513,0.288,3,-16.054,1,0.0686,0.675,0.0226,0.0602,0.838,92.228,spotify:track:7fjmYUeonVOEyr0lYOKvMy,142720,4,38,1992-01
Never Smile at a Crocodile,03f2e7WrN33uwicte4iZb7,spotify:track:03f2e7WrN33uwicte4iZb7,Frank Churchill,Peter Pan (Original Motion Picture Soundtrack),spotify:album:1tCVqfTbVWmXFXx0HmGkob,0.731,0.192,1,-15.142,1,0.0963,0.915,0.0,0.0731,0.813,107.698,spotify:track:03f2e7WrN33uwicte4iZb7,104426,4,34,1997-01
Give a Little Whistle,16Ekkvg5dxPVdDo5Ys30j8,spotify:track:16Ekkvg5dxPVdDo5Ys30j8,Cliff Edwards,Pinocchio,spotify:album:5zsAzctyWGNrchLWXFvKgz,0.661,0.356,5,-14.396,1,0.229,0.9,0.00121,0.642,0.801,111.19,spotify:track:16Ekkvg5dxPVdDo5Ys30j8,97586,4,35,1992-01
"Best of Friends - From ""The Fox & The Hound"" / Soundtrack",3lP9eoNsz04dMCfPIG0PpK,spotify:track:3lP9eoNsz04dMCfPIG0PpK,Pearl Bailey,Disney's Greatest Vol. 3,spotify:album:6UuNvv5UFJG5bQkYzQIarh,0.286,0.207,5,-11.731,1,0.0305,0.658,0.0,0.363,0.319,175.014,spotify:track:3lP9eoNsz04dMCfPIG0PpK,135346,3,38,2002-08
Seize The Day,0BxKZikii9efSIodiQALJ5,spotify:track:0BxKZikii9efSIodiQALJ5,Ben Fankhauser,Newsies (Original Broadway Cast Recording),spotify:album:3hqYvu1aBkroLKzkGM5DSk,0.473,0.386,3,-9.494,1,0.0534,0.572,0.0,0.0724,0.298,119.796,spotify:track:0BxKZikii9efSIodiQALJ5,322940,4,48,2012-04
"Overture / Main Street, U.S.A. - Disneyland Attraction Version",531Kq6cHz5GOSsLL132pE3,spotify:track:531Kq6cHz5GOSsLL132pE3,Disneyland Concert Orchestra,Walt Disney Takes You to Disneyland,spotify:album:3jG28snbnmyGA5rh3XteY1,0.28,0.379,7,-11.846,1,0.0857,0.777,0.0777,0.324,0.204,85.261,spotify:track:531Kq6cHz5GOSsLL132pE3,388773,3,28,2005-01
Chip 'N' Dale's Rescue Rangers Theme Song,0GbtySuOrHz5uapOakoHLM,spotify:track:0GbtySuOrHz5uapOakoHLM,The Disney Afternoon Studio Chorus,Disney Classics,spotify:album:6zisUsluEUqL929AhNOXs0,0.689,0.815,3,-9.167,1,0.0555,0.142,0.0,0.403,0.892,142.562,spotify:track:0GbtySuOrHz5uapOakoHLM,214973,4,29,2013-01
"Little April Shower - From ""Bambi""/Soundtrack Version",1OwcR9OYz2vuUttTQSOVZN,spotify:track:1OwcR9OYz2vuUttTQSOVZN,Amy Lou Barnes,Bambi,spotify:album:30ztQHKhC0EqPNkAt6QQIK,0.435,0.206,0,-17.746,1,0.0458,0.959,7.76e-06,0.122,0.119,90.368,spotify:track:1OwcR9OYz2vuUttTQSOVZN,233240,4,44,1996-01
Disco Mickey Mouse,4O5hM0PUJaQfOtVbNUZM8z,spotify:track:4O5hM0PUJaQfOtVbNUZM8z,Chorus - Mickey Mouse Disco,Mickey Mouse Disco,spotify:album:13pz7nMDx6VgoPDfBgxAxg,0.649,0.584,0,-14.246,1,0.062,0.0566,0.0,0.183,0.788,135.02,spotify:track:4O5hM0PUJaQfOtVbNUZM8z,236960,4,28,1979-01
Steamboat Willie,0OFx1SDlSF7BueX3xZBjG4,spotify:track:0OFx1SDlSF7BueX3xZBjG4,Walt Disney,Steamboat Willie (Original Motion Picture Soundtrack),spotify:album:10ahmVYvfoND25ZelOzUhB,0.663,0.458,8,-13.81,1,0.837,0.991,0.558,0.358,0.695,89.991,spotify:track:0OFx1SDlSF7BueX3xZBjG4,457474,4,34,2018-11
Pineapple Princess,6uTfpDEETdJhYb3y3bB9NO,spotify:track:6uTfpDEETdJhYb3y3bB9NO,Annette Funicello,Hawaiiannette,spotify:album:7d3Fownt5tTnTR1KpvfZ00,0.632,0.7,8,-8.753,1,0.0381,0.414,0.0,0.0519,0.804,107.627,spotify:track:6uTfpDEETdJhYb3y3bB9NO,147960,4,35,1960-01
"It's Not Easy - From ""Pete's Dragon""",25ENCBEvmC3L19MKrf3Lfs,spotify:track:25ENCBEvmC3L19MKrf3Lfs,Helen Reddy,Disney Classics,spotify:album:6zisUsluEUqL929AhNOXs0,0.667,0.181,0,-14.521,1,0.0349,0.819,0.0,0.178,0.364,110.638,spotify:track:25ENCBEvmC3L19MKrf3Lfs,190680,4,28,2013-01
"The Tiki, Tiki, Tiki Room - From ""The Enchanted Tiki Room""",0OnRX1i8ZS9eCRnKYkK98n,spotify:track:0OnRX1i8ZS9eCRnKYkK98n,Richard M. Sherman,Walt Disney World Official Album,spotify:album:6lMJcDBuF11ofh3RcY5JIC,0.666,0.501,8,-14.39,1,0.482,0.712,0.0,0.0911,0.896,89.555,spotify:track:0OnRX1i8ZS9eCRnKYkK98n,207653,4,35,2013-08
Animal Friends / With a Smile and a Song,72cMnqPIvKZOIkvsMMnHjp,spotify:track:72cMnqPIvKZOIkvsMMnHjp,Adriana Caselotti,Snow White and the Seven Dwarfs (Original Motion Picture Soundtrack),spotify:album:5nmf2deiZ5EvAsc02RmzRk,0.363,0.169,7,-16.693,0,0.0481,0.836,1.12e-05,0.315,0.388,98.706,spotify:track:72cMnqPIvKZOIkvsMMnHjp,263920,3,34,1997-01
"Bella Notte - From ""Lady And The Tramp"" Soundtrack",6suDwyuHm9aTkEGEd5FSNf,spotify:track:6suDwyuHm9aTkEGEd5FSNf,George Givot,Disney's Greatest Volume 1,spotify:album:4xNCqk5KdkOQvdbaepGjTY,0.246,0.275,0,-13.938,1,0.0318,0.988,0.0325,0.0975,0.282,76.928,spotify:track:6suDwyuHm9aTkEGEd5FSNf,160693,5,35,2001-01
"Cruella De Vil - From ""101 Dalmatians""/Soundtrack Version",2tkIIkF3CPqsmYhsncNEGN,spotify:track:2tkIIkF3CPqsmYhsncNEGN,Bill Lee,101 Dalmatians,spotify:album:6hcQqEfqHDkQZl1bdgr4Vr,0.647,0.176,0,-16.469,0,0.0513,0.99,0.258,0.0891,0.267,105.163,spotify:track:2tkIIkF3CPqsmYhsncNEGN,303760,4,52,1998-01
Hi-Diddle-Dee-Dee (An Actor's Life for Me),1eM1TAhv39wg4LY7XmtqoL,spotify:track:1eM1TAhv39wg4LY7XmtqoL,Walter Catlett,Pinocchio,spotify:album:5zsAzctyWGNrchLWXFvKgz,0.813,0.393,3,-14.3,1,0.175,0.688,0.0,0.0658,0.891,121.531,spotify:track:1eM1TAhv39wg4LY7XmtqoL,100506,4,34,1992-01
"The Wonderful Thing About Tiggers - From ""Winnie The Pooh And The Blustery Day"" Soundtrack",26pgDPmuZy1dmC14jxAdA0,spotify:track:26pgDPmuZy1dmC14jxAdA0,Tigger,Disney's Greatest Vol. 3,spotify:album:6UuNvv5UFJG5bQkYzQIarh,0.696,0.719,0,-11.371,1,0.218,0.58,1.31e-05,0.217,0.975,82.575,spotify:track:26pgDPmuZy1dmC14jxAdA0,36373,4,40,2002-08
I2I,7lPxGs556PD8H3bUd9LzHp,spotify:track:7lPxGs556PD8H3bUd9LzHp,Tevin Campbell,A Goofy Movie,spotify:album:3gUUrvvTs1JlX5AjiKRV0P,0.728,0.756,11,-7.993,0,0.0389,0.0394,0.0,0.743,0.775,130.136,spotify:track:7lPxGs556PD8H3bUd9LzHp,241386,4,59,1995-01
Yo Ho (A Pirate's Life for Me),35zjgo7EZJ84SgBSKD7TQT,spotify:track:35zjgo7EZJ84SgBSKD7TQT,Disney Studio Chorus,Disney's Ultimate Swashbuckler Collection,spotify:album:7AARXLsjtDsT3TloDKsuau,0.548,0.538,5,-11.349,1,0.51,0.778,0.0,0.198,0.692,112.505,spotify:track:35zjgo7EZJ84SgBSKD7TQT,201640,3,41,2006-01
Stand Out,48UDhM2xL9wUuYLfrpK2Jv,spotify:track:48UDhM2xL9wUuYLfrpK2Jv,Tevin Campbell,A Goofy Movie,spotify:album:3gUUrvvTs1JlX5AjiKRV0P,0.816,0.715,0,-9.759,1,0.0607,0.0287,0.0,0.0399,0.938,141.989,spotify:track:48UDhM2xL9wUuYLfrpK2Jv,180440,4,54,1995-01
"Who's Afraid of the Big, Bad Wolf - From ""Three Little Pigs""",4K1kR94TrMRoznMHBFaa3C,spotify:track:4K1kR94TrMRoznMHBFaa3C,Pinto Colvig,Disney's Greatest Vol. 3,spotify:album:6UuNvv5UFJG5bQkYzQIarh,0.612,0.232,2,-12.178,1,0.42,0.945,0.00412,0.092,0.634,204.998,spotify:track:4K1kR94TrMRoznMHBFaa3C,187320,4,32,2002-08
"The Age Of Not Believing - From ""Bedknobs And Broomsticks"" / Soundtrack Version",1Afzcuo0XKgOiGS9sdq8ko,spotify:track:1Afzcuo0XKgOiGS9sdq8ko,Angela Lansbury,Bedknobs and Broomsticks,spotify:album:5HnvqWzFrgJ2LFa1pccKMz,0.349,0.252,7,-12.681,1,0.031,0.888,0.0,0.295,0.302,129.592,spotify:track:1Afzcuo0XKgOiGS9sdq8ko,198253,4,29,2002-01
"Saludos Amigos - From ""Saludos Amigos""",58NywJgcHVLXrndCpLATvg,spotify:track:58NywJgcHVLXrndCpLATvg,Studio Chorus - Saludos Amigos,Saludos Amigos,spotify:album:6R3voGYHT27CMIoWI9b1i1,0.534,0.387,7,-11.31,1,0.0348,0.656,1.96e-06,0.147,0.765,136.332,spotify:track:58NywJgcHVLXrndCpLATvg,104626,4,28,1958-01
Duck Tales Theme - From “Duck Tales“,0XypNs2gluoWHdtfSTsIUF,spotify:track:0XypNs2gluoWHdtfSTsIUF,The Disney Afternoon Studio Chorus,Disney Classics,spotify:album:6zisUsluEUqL929AhNOXs0,0.71,0.594,6,-9.247,0,0.106,0.208,0.0,0.0744,0.845,174.781,spotify:track:0XypNs2gluoWHdtfSTsIUF,168346,4,30,2013-01
"Mickey Mouse Club Alma Mater - From ""The Mickey Mouse Club TV Show""",0qxhucKlrket7p5dw37cpQ,spotify:track:0qxhucKlrket7p5dw37cpQ,Jimmie Dodd,Disney's Greatest Vol. 3,spotify:album:6UuNvv5UFJG5bQkYzQIarh,0.41,0.0716,3,-13.184,1,0.0419,0.891,0.0,0.24,0.184,125.22,spotify:track:0qxhucKlrket7p5dw37cpQ,107626,4,31,2002-08
Blue Bird / I Wonder,2GI8c03jgjHYdtVkw81xHp,spotify:track:2GI8c03jgjHYdtVkw81xHp,Mary Costa,Walt Disney Records The Legacy Collection: Sleeping Beauty,spotify:album:5rhHliTFYcptlK8nbjXEYM,0.28,0.156,1,-19.332,1,0.0405,0.95,0.781,0.0752,0.0978,86.152,spotify:track:2GI8c03jgjHYdtVkw81xHp,163826,3,27,2014-10
Neverland,67YQwy99nrMTE9BpqcXvuS,spotify:track:67YQwy99nrMTE9BpqcXvuS,Daniel Hart,Peter Pan & Wendy (Original Score),spotify:album:2yRvITr3gmDH3VQ4MO9piz,0.289,0.374,9,-11.35,1,0.0383,0.91,0.885,0.216,0.0678,73.337,spotify:track:67YQwy99nrMTE9BpqcXvuS,162893,4,31,2023-04
Good Graces,102YUQbYmwdBXS7jwamI90,spotify:track:102YUQbYmwdBXS7jwamI90,Sabrina Carpenter,Short n' Sweet,spotify:album:3iPSVi54hsacKKl1xIR2eH,0.758,0.759,5,-5.315,1,0.0479,0.329,3.96e-06,0.144,0.732,126.012,spotify:track:102YUQbYmwdBXS7jwamI90,185265,4,84,2024-08
Senopati in the Rain,3ydP2Te1Tm99wizbhC55FD,spotify:track:3ydP2Te1Tm99wizbhC55FD,Jordan Susanto,Jordan,spotify:album:2GzoMwLkAXmod1QjiCD4bu,0.719,0.442,7,-7.367,1,0.0734,0.696,0.0,0.32,0.627,65.502,spotify:track:3ydP2Te1Tm99wizbhC55FD,260790,4,45,2024-08
honeymoon - Spotify Singles,1HF4nVwcWoLIIE6vyyuwcP,spotify:track:1HF4nVwcWoLIIE6vyyuwcP,brb.,Spotify Singles,spotify:album:3rYLPJVwn2FzXnG5oI6noQ,0.568,0.466,9,-11.293,0,0.0373,0.56,0.0,0.104,0.55,137.861,spotify:track:1HF4nVwcWoLIIE6vyyuwcP,173949,4,49,2024-08
I Think I'm In Love,1Hn7Z7MZF2tOWKwddQlUbi,spotify:track:1Hn7Z7MZF2tOWKwddQlUbi,Wynn,I Think I'm In Love,spotify:album:6tQEX5zjS5qXd509rULrrC,0.7,0.558,5,-4.707,1,0.0278,0.527,0.0,0.202,0.502,100.002,spotify:track:1Hn7Z7MZF2tOWKwddQlUbi,201244,4,46,2024-08
Comets (with Petra Sihombing),4DORdPh0YOYXrOlPi1qRG5,spotify:track:4DORdPh0YOYXrOlPi1qRG5,Ben&Ben,Comets (with Petra Sihombing),spotify:album:4iba7OSissrRZrmO4awBzC,0.381,0.774,6,-5.749,1,0.0368,0.00163,1.44e-05,0.105,0.249,95.093,spotify:track:4DORdPh0YOYXrOlPi1qRG5,235026,4,39,2024-08
INVITATION - Spotify Singles,3SgCMp45HYch7DI0BgCGHy,spotify:track:3SgCMp45HYch7DI0BgCGHy,brb.,Spotify Singles,spotify:album:3rYLPJVwn2FzXnG5oI6noQ,0.727,0.582,7,-8.012,0,0.0399,0.706,0.0,0.8,0.692,119.905,spotify:track:3SgCMp45HYch7DI0BgCGHy,148465,4,42,2024-08
Say It To Me,4xqAkspzpzzt9R1LoUxVaz,spotify:track:4xqAkspzpzzt9R1LoUxVaz,Elsa Mickayla,Say It To Me,spotify:album:4XlTKLTfPrXvgnfizBtkbE,0.722,0.517,0,-5.889,1,0.0806,0.0374,8.16e-06,0.0856,0.831,78.005,spotify:track:4xqAkspzpzzt9R1LoUxVaz,174075,4,33,2024-08
Bed Chem,1UHS8Rf6h5Ar3CDWRd3wjF,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,Sabrina Carpenter,Short n' Sweet,spotify:album:3iPSVi54hsacKKl1xIR2eH,0.739,0.727,11,-5.968,0,0.0426,0.0678,0.0,0.104,0.676,94.99,spotify:track:1UHS8Rf6h5Ar3CDWRd3wjF,171869,4,89,2024-08
Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,The Neighbourhood,I Love You.,spotify:album:4xkM0BwLM9H2IUcbYzpcBI,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,240400,4,89,2013-04
See You Again (feat. Kali Uchis),7KA4W4McWYRpgf0fWsJZWB,spotify:track:7KA4W4McWYRpgf0fWsJZWB,"Tyler, The Creator",Flower Boy,spotify:album:2nkto6YNI4rUYTLqEwWJ3o,0.558,0.559,6,-9.222,1,0.0959,0.371,7.49e-06,0.109,0.62,78.558,spotify:track:7KA4W4McWYRpgf0fWsJZWB,180386,4,89,2017-07
Cruel Summer,1BxfuPKGuaTgP7aM0Bbdwr,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor Swift,Lover,spotify:album:1NAmidJlEaVgA3MpcPFYGq,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,178426,4,88,2019-08
Pink + White,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,Frank Ocean,Blonde,spotify:album:3mH6qwIy9crq0I9YQbOuDf,0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-05,0.417,0.549,159.94,spotify:track:3xKsf9qdS1CyvXSMEid6g8,184516,3,87,2016-08
Slow It Down,51eSHglvG1RJXtL3qI5trr,spotify:track:51eSHglvG1RJXtL3qI5trr,Benson Boone,Fireworks & Rollerblades,spotify:album:168CdR21lfn0TTyw1Pkdcm,0.432,0.583,8,-4.682,1,0.0687,0.174,0.0,0.0933,0.544,181.489,spotify:track:51eSHglvG1RJXtL3qI5trr,161831,4,85,2024-04
Another Love,3JvKfv6T31zO0ini8iNItO,spotify:track:3JvKfv6T31zO0ini8iNItO,Tom Odell,Long Way Down (Deluxe),spotify:album:0Gf1yE895FKK4YWVRuAeg8,0.445,0.537,4,-8.532,0,0.04,0.695,1.65e-05,0.0944,0.131,122.769,spotify:track:3JvKfv6T31zO0ini8iNItO,244360,4,86,2013-06
Espresso,2qSkIjg1o9h3YT9RAgYN75,spotify:track:2qSkIjg1o9h3YT9RAgYN75,Sabrina Carpenter,Espresso,spotify:album:5quMTd5zeI9yW5UDua8wS4,0.701,0.76,0,-5.478,1,0.0285,0.107,6.54e-05,0.185,0.69,103.969,spotify:track:2qSkIjg1o9h3YT9RAgYN75,175459,4,89,2024-04
Snooze,4iZ4pt7kvcaH6Yo8UoZ4s2,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,SZA,SOS,spotify:album:07w0rG5TETcyihsEIZR3qG,0.559,0.551,5,-7.231,1,0.132,0.141,0.0,0.11,0.392,143.008,spotify:track:4iZ4pt7kvcaH6Yo8UoZ4s2,201800,4,86,2022-12
Just the Way You Are,7BqBn9nzAq8spo5e7cZ0dJ,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,Bruno Mars,Doo-Wops & Hooligans,spotify:album:1uyf3l2d4XYwiEqAb7t7fX,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,spotify:track:7BqBn9nzAq8spo5e7cZ0dJ,220734,4,85,2010-05
Sure Thing,0JXXNGljqupsJaZsgSbMZV,spotify:track:0JXXNGljqupsJaZsgSbMZV,Miguel,All I Want Is You,spotify:album:493HYe7N5pleudEZRyhE7R,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,spotify:track:0JXXNGljqupsJaZsgSbMZV,195373,4,84,2010-11
Say You Won't Let Go,5uCax9HTNlzGybIStD3vDh,spotify:track:5uCax9HTNlzGybIStD3vDh,James Arthur,Back from the Edge,spotify:album:7oiJYvEJHsmYtrgviAVIBD,0.358,0.557,10,-7.398,1,0.059,0.695,0.0,0.0902,0.494,85.043,spotify:track:5uCax9HTNlzGybIStD3vDh,211466,4,84,2016-10
i like the way you kiss me,2GxrNKugF82CnoRFbQfzPf,spotify:track:2GxrNKugF82CnoRFbQfzPf,Artemas,i like the way you kiss me,spotify:album:5HIWDdg3g9CTOtnevKDl1z,0.599,0.946,11,-4.263,1,0.0447,0.000938,0.0106,0.0826,0.747,151.647,spotify:track:2GxrNKugF82CnoRFbQfzPf,142514,4,83,2024-03
Softcore,2K7xn816oNHJZ0aVqdQsha,spotify:track:2K7xn816oNHJZ0aVqdQsha,The Neighbourhood,Hard To Imagine The Neighbourhood Ever Changing,spotify:album:0ODLCdHBFVvKwJGeSfd1jy,0.575,0.568,9,-5.509,0,0.03,0.0484,0.000417,0.286,0.37,93.986,spotify:track:2K7xn816oNHJZ0aVqdQsha,206280,4,84,2018-11
Nonsense,6dgUya35uo964z7GZXM07g,spotify:track:6dgUya35uo964z7GZXM07g,Sabrina Carpenter,emails i can't send,spotify:album:5kDmlA2g9Y1YCbNo2Ufxlz,0.74,0.697,8,-4.912,1,0.034,0.0268,0.0,0.224,0.732,138.992,spotify:track:6dgUya35uo964z7GZXM07g,163648,4,86,2022-07
Lover,1dGr1c8CrMLDpV6mPbImSI,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,spotify:album:1NAmidJlEaVgA3MpcPFYGq,0.359,0.543,7,-7.582,1,0.0919,0.492,1.58e-05,0.118,0.453,68.534,spotify:track:1dGr1c8CrMLDpV6mPbImSI,221306,4,83,2019-08
Ghost,6I3mqTwhRpn34SLVafSH7G,spotify:track:6I3mqTwhRpn34SLVafSH7G,Justin Bieber,Justice,spotify:album:5dGWwsZ9iB2Xc3UKR0gif2,0.601,0.741,2,-5.569,1,0.0478,0.185,2.91e-05,0.415,0.441,153.96,spotify:track:6I3mqTwhRpn34SLVafSH7G,153190,4,83,2021-03
Get You (feat. Kali Uchis),7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,Daniel Caesar,Freudian,spotify:album:3xybjP7r2VsWzwvDQipdM0,0.658,0.294,4,-8.533,0,0.0321,0.422,5.2e-05,0.0749,0.358,74.038,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,278179,4,83,2017-08
ocean eyes,7hDVYcQq6MxkdJGweuCtl9,spotify:track:7hDVYcQq6MxkdJGweuCtl9,Billie Eilish,dont smile at me,spotify:album:7fRrTyKvE4Skh93v97gtcU,0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,spotify:track:7hDVYcQq6MxkdJGweuCtl9,200379,4,82,2017-12
Watermelon Sugar,6UelLqGlWMcVH1E5c4H7lY,spotify:track:6UelLqGlWMcVH1E5c4H7lY,Harry Styles,Fine Line,spotify:album:7xV2TzoaVc0ycW7fwBwAml,0.548,0.816,0,-4.209,1,0.0465,0.122,0.0,0.335,0.557,95.39,spotify:track:6UelLqGlWMcVH1E5c4H7lY,174000,4,81,2019-12
Heart To Heart,7EAMXbLcL0qXmciM5SwMh2,spotify:track:7EAMXbLcL0qXmciM5SwMh2,Mac DeMarco,Here Comes The Cowboy,spotify:album:67PsnkYVPNpEsZffyTWGgW,0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076,spotify:track:7EAMXbLcL0qXmciM5SwMh2,211140,4,81,2019-05
Lost,3GZD6HmiNUhxXYf8Gch723,spotify:track:3GZD6HmiNUhxXYf8Gch723,Frank Ocean,channel ORANGE,spotify:album:392p3shh2jkxUxY2VHvlH8,0.913,0.603,8,-4.892,1,0.226,0.0272,0.000503,0.167,0.497,123.061,spotify:track:3GZD6HmiNUhxXYf8Gch723,234093,4,80,2012-07
cardigan,4R2kfaDFhslZEMJqAFNpdd,spotify:track:4R2kfaDFhslZEMJqAFNpdd,Taylor Swift,folklore,spotify:album:2fenSS68JI1h4Fo296JfGr,0.613,0.581,0,-8.588,0,0.0424,0.537,0.000345,0.25,0.551,130.033,spotify:track:4R2kfaDFhslZEMJqAFNpdd,239560,4,82,2020-07
ceilings,2L9N0zZnd37dwF0clgxMGI,spotify:track:2L9N0zZnd37dwF0clgxMGI,Lizzy McAlpine,five seconds flat,spotify:album:68L5xVV9wydotfDXEik7eD,0.516,0.322,9,-11.762,1,0.0292,0.473,0.00194,0.215,0.261,148.005,spotify:track:2L9N0zZnd37dwF0clgxMGI,182887,3,80,2022-04
Adore You,3jjujdWJ72nww5eGnfs2E7,spotify:track:3jjujdWJ72nww5eGnfs2E7,Harry Styles,Fine Line,spotify:album:7xV2TzoaVc0ycW7fwBwAml,0.676,0.771,8,-3.675,1,0.0483,0.0237,7e-06,0.102,0.569,99.048,spotify:track:3jjujdWJ72nww5eGnfs2E7,207133,4,80,2019-12
Open Arms (feat. Travis Scott),6koKhrBBcExADvWuOgceNZ,spotify:track:6koKhrBBcExADvWuOgceNZ,SZA,SOS,spotify:album:1nrVofqDRs7cpWXJ49qTnP,0.434,0.586,9,-7.612,1,0.138,0.753,0.0144,0.146,0.239,78.259,spotify:track:6koKhrBBcExADvWuOgceNZ,239613,4,80,2022-12
Dance The Night - From Barbie The Album,1vYXt7VSjH9JIM5oRRo7vA,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,Dua Lipa,Dance The Night (From Barbie The Album),spotify:album:5cH7FqB7JD5q1tJXJ7FHYu,0.671,0.845,11,-4.93,0,0.048,0.0207,0.0,0.329,0.775,110.056,spotify:track:1vYXt7VSjH9JIM5oRRo7vA,176579,4,79,2023-05
Love,0W4NhJhcqKCqEP2GIpDCDq,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,Keyshia Cole,The Way It Is,spotify:album:4zEAsP0RIfbGARdtsgAaUV,0.688,0.518,5,-4.285,1,0.0283,0.0642,0.0,0.1,0.314,116.714,spotify:track:0W4NhJhcqKCqEP2GIpDCDq,255333,4,79,2005-01
Sunflower - Spider-Man: Into the Spider-Verse,3KkXRkHbMCARz0aVfEt68P,spotify:track:3KkXRkHbMCARz0aVfEt68P,Post Malone,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),spotify:album:35s58BRTGAEWztPo9WqCIs,0.76,0.478,2,-5.574,1,0.0467,0.552,0.0,0.0703,0.913,89.908,spotify:track:3KkXRkHbMCARz0aVfEt68P,158040,4,79,2018-12
Falling,1ZMiCix7XSAbfAJlEZWMCp,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,Harry Styles,Fine Line,spotify:album:7xV2TzoaVc0ycW7fwBwAml,0.567,0.267,4,-6.502,1,0.0299,0.839,1.46e-06,0.089,0.0592,110.011,spotify:track:1ZMiCix7XSAbfAJlEZWMCp,240133,4,79,2019-12
